SELECT DISTINCT `--innodb-buffer-pool-size`, `--innodb-log-buffer-size`, `Avg_Latency(ms)` FROM mariadb_perf_test.oltp_read_write_test_5 WHERE 1=1 AND `--threads` = '1' AND `--table-size` = '200000'  AND `--point-selects`=1 AND `--index-updates`=1 AND `--delete-inserts`=1
`--innodb-buffer-pool-size`	`--innodb-log-buffer-size`	`Avg_Latency(ms)`
20971520	524288	2.91
5242880	2097152	3.45
52428800	1048576	2.25
20971520	3145728	2.87
10485760	3145728	3.36
20971520	2097152	2.91
5242880	3145728	3.42
104857600	1048576	2.04
5242880	262144	3.43
52428800	2097152	2.24
10485760	262144	3.33
52428800	524288	2.24
10485760	6291456	3.34
104857600	6291456	2.0
20971520	1048576	2.9
52428800	6291456	2.26
10485760	1048576	3.37
104857600	524288	2.01
10485760	524288	3.31
104857600	262144	2.01
52428800	3145728	2.26
104857600	3145728	2.0
5242880	6291456	3.46
104857600	2097152	2.02
20971520	6291456	2.88
52428800	262144	2.24
5242880	1048576	3.53
10485760	2097152	3.4
5242880	524288	3.44
20971520	262144	2.87
