SELECT DISTINCT `--innodb-buffer-pool-size`, `--innodb-log-buffer-size`, `Avg_Latency(ms)` FROM mariadb_perf_test.oltp_read_write_test_5 WHERE 1=1 AND `--threads` = '1' AND `--table-size` = '1000000'  AND `--point-selects`=1 AND `--index-updates`=1 AND `--delete-inserts`=1
`--innodb-buffer-pool-size`	`--innodb-log-buffer-size`	`Avg_Latency(ms)`
52428800	2097152	2.96
5242880	262144	3.92
104857600	2097152	2.72
10485760	2097152	3.9
5242880	3145728	3.85
10485760	262144	3.83
20971520	524288	3.45
104857600	524288	2.68
20971520	2097152	3.46
52428800	6291456	2.95
104857600	1048576	2.7
10485760	3145728	3.84
5242880	1048576	3.86
52428800	3145728	2.98
104857600	6291456	2.66
20971520	1048576	3.46
5242880	2097152	3.88
10485760	1048576	3.85
104857600	3145728	2.71
104857600	262144	2.64
10485760	524288	3.85
52428800	524288	2.97
20971520	262144	3.47
52428800	1048576	2.97
5242880	524288	3.9
20971520	6291456	3.57
5242880	6291456	3.9
20971520	3145728	3.52
10485760	6291456	3.88
52428800	262144	2.95
