SELECT DISTINCT `--threads`, `--innodb-buffer-pool-size`, `Avg_Latency(ms)` FROM mariadb_perf_test.oltp_read_write_test_5 WHERE 1=1 AND `--innodb-log-buffer-size` = '6291456' AND `--table-size` = '600000'  AND `--point-selects`=100 AND `--index-updates`=100 AND `--delete-inserts`=100
`--threads`	`--innodb-buffer-pool-size`	`Avg_Latency(ms)`
100	5242880	9821.05
1	10485760	133.61
1	20971520	120.07
50	20971520	5160.83
1	5242880	145.68
50	52428800	5052.83
100	10485760	9557.72
50	10485760	5265.69
100	104857600	7452.44
1	52428800	92.14
50	104857600	3684.25
100	20971520	8969.55
1	104857600	76.96
100	52428800	8128.21
50	5242880	5787.95
