SELECT DISTINCT `--threads`, `--innodb-buffer-pool-size`, `Avg_Latency(ms)` FROM mariadb_perf_test.oltp_read_write_test_5 WHERE 1=1 AND `--innodb-log-buffer-size` = '262144' AND `--table-size` = '800000'  AND `--point-selects`=100 AND `--index-updates`=100 AND `--delete-inserts`=100
`--threads`	`--innodb-buffer-pool-size`	`Avg_Latency(ms)`
100	20971520	8777.01
100	104857600	6952.2
1	52428800	103.45
100	10485760	8697.55
1	5242880	161.35
50	20971520	4908.76
50	10485760	6291.53
100	52428800	8559.89
1	104857600	86.64
1	10485760	143.84
1	20971520	130.86
100	5242880	10364.33
50	5242880	6617.33
50	52428800	4616.29
50	104857600	4263.43
