SELECT DISTINCT `--innodb-buffer-pool-size`, `--innodb-log-buffer-size`, `Avg_Latency(ms)` FROM mariadb_perf_test.oltp_read_write_test_5 WHERE 1=1 AND `--threads` = '50' AND `--table-size` = '800000'  AND `--point-selects`=100 AND `--index-updates`=100 AND `--delete-inserts`=100
`--innodb-buffer-pool-size`	`--innodb-log-buffer-size`	`Avg_Latency(ms)`
104857600	6291456	3657.0
52428800	2097152	4230.73
104857600	1048576	4009.95
52428800	6291456	4448.01
5242880	3145728	6363.92
20971520	3145728	4846.01
20971520	6291456	5484.93
10485760	6291456	6064.04
20971520	1048576	5854.61
104857600	2097152	3742.27
5242880	6291456	7065.52
104857600	3145728	3721.42
10485760	3145728	5100.35
10485760	1048576	5419.66
20971520	524288	5029.8
5242880	524288	6848.12
20971520	262144	4908.76
20971520	2097152	5670.64
10485760	524288	5149.08
104857600	524288	3875.12
5242880	1048576	6686.96
52428800	1048576	5069.26
52428800	3145728	4584.34
10485760	262144	6291.53
5242880	2097152	6249.48
10485760	2097152	5329.63
52428800	524288	4171.63
5242880	262144	6617.33
52428800	262144	4616.29
104857600	262144	4263.43
