SELECT DISTINCT `--innodb-buffer-pool-size`, `--innodb-log-buffer-size`, `Avg_Latency(ms)` FROM mariadb_perf_test.oltp_read_write_test_5 WHERE 1=1 AND `--threads` = '50' AND `--table-size` = '600000'  AND `--point-selects`=100 AND `--index-updates`=100 AND `--delete-inserts`=100
`--innodb-buffer-pool-size`	`--innodb-log-buffer-size`	`Avg_Latency(ms)`
52428800	2097152	4943.28
52428800	3145728	4798.35
10485760	262144	7025.03
10485760	524288	5648.77
10485760	1048576	6264.02
104857600	524288	3900.15
5242880	1048576	6424.31
20971520	262144	5516.52
52428800	524288	4450.68
5242880	2097152	6807.31
20971520	6291456	5160.83
10485760	3145728	5453.53
104857600	2097152	4145.78
5242880	262144	6530.18
104857600	3145728	3498.15
20971520	2097152	5989.08
20971520	524288	4833.16
52428800	6291456	5052.83
10485760	2097152	5355.35
10485760	6291456	5265.69
20971520	3145728	6014.24
20971520	1048576	5067.85
52428800	262144	4866.56
52428800	1048576	4745.05
104857600	262144	3809.9
104857600	1048576	3600.18
5242880	3145728	5961.22
104857600	6291456	3684.25
5242880	6291456	5787.95
5242880	524288	5969.33
