SELECT DISTINCT `--innodb-buffer-pool-size`, `--innodb-log-buffer-size`, `Avg_Latency(ms)` FROM mariadb_perf_test.oltp_read_write_test_5 WHERE 1=1 AND `--threads` = '100' AND `--table-size` = '800000'  AND `--point-selects`=100 AND `--index-updates`=100 AND `--delete-inserts`=100
`--innodb-buffer-pool-size`	`--innodb-log-buffer-size`	`Avg_Latency(ms)`
10485760	3145728	9870.9
10485760	2097152	9751.71
20971520	6291456	9770.28
20971520	262144	8777.01
20971520	2097152	7963.39
104857600	262144	6952.2
20971520	3145728	9580.57
5242880	6291456	9718.85
5242880	1048576	9164.07
104857600	3145728	7185.82
10485760	1048576	9090.12
10485760	262144	8697.55
104857600	2097152	7037.53
104857600	6291456	6715.39
5242880	2097152	9999.17
52428800	2097152	8590.68
52428800	6291456	8071.65
104857600	1048576	8672.52
20971520	1048576	8971.32
52428800	3145728	7417.78
52428800	1048576	8238.28
10485760	6291456	9273.39
5242880	524288	9930.21
52428800	524288	7873.69
52428800	262144	8559.89
5242880	262144	10364.33
5242880	3145728	9947.78
10485760	524288	8994.64
104857600	524288	6077.53
20971520	524288	9402.06
