SELECT DISTINCT `--innodb-buffer-pool-size`, `--innodb-log-buffer-size`, `Avg_Latency(ms)` FROM mariadb_perf_test.oltp_read_write_test_5 WHERE 1=1 AND `--threads` = '100' AND `--table-size` = '10'  AND `--point-selects`=50 AND `--index-updates`=50 AND `--delete-inserts`=50
`--innodb-buffer-pool-size`	`--innodb-log-buffer-size`	`Avg_Latency(ms)`
10485760	524288	2625.22
5242880	262144	2536.94
104857600	524288	2498.73
20971520	2097152	2538.13
5242880	3145728	2548.93
52428800	6291456	2429.92
5242880	1048576	2533.33
20971520	1048576	2691.5
104857600	2097152	2442.63
104857600	6291456	2617.56
5242880	6291456	2603.83
10485760	1048576	2535.59
20971520	3145728	2599.63
52428800	1048576	2579.33
104857600	1048576	2602.63
104857600	3145728	2567.19
52428800	2097152	2593.53
10485760	2097152	2446.85
5242880	524288	2511.54
52428800	3145728	2579.46
20971520	524288	2569.02
10485760	6291456	2578.87
20971520	6291456	2587.64
10485760	3145728	2494.37
52428800	524288	2484.9
104857600	262144	2526.04
52428800	262144	2498.23
20971520	262144	2547.59
5242880	2097152	2520.22
10485760	262144	2528.83
