SELECT DISTINCT `--innodb-buffer-pool-size`, `--innodb-log-buffer-size`, `Avg_Latency(ms)` FROM mariadb_perf_test.oltp_read_write_test_5 WHERE 1=1 AND `--threads` = '1' AND `--table-size` = '800000'  AND `--point-selects`=50 AND `--index-updates`=50 AND `--delete-inserts`=50
`--innodb-buffer-pool-size`	`--innodb-log-buffer-size`	`Avg_Latency(ms)`
104857600	2097152	44.9
20971520	524288	69.45
104857600	524288	44.7
52428800	2097152	55.86
104857600	3145728	45.55
5242880	2097152	81.79
5242880	6291456	82.47
52428800	524288	55.49
10485760	1048576	70.92
104857600	6291456	44.87
10485760	6291456	73.15
5242880	3145728	82.07
52428800	1048576	55.28
20971520	3145728	69.62
20971520	262144	70.23
20971520	1048576	68.69
5242880	1048576	83.74
5242880	262144	81.73
52428800	3145728	54.35
52428800	262144	55.49
104857600	262144	45.17
10485760	3145728	71.54
10485760	2097152	73.0
20971520	2097152	67.84
10485760	524288	71.62
5242880	524288	82.0
52428800	6291456	55.91
20971520	6291456	69.58
10485760	262144	73.26
104857600	1048576	44.92
