SELECT DISTINCT `--innodb-buffer-pool-size`, `--innodb-log-buffer-size`, `Avg_Latency(ms)` FROM mariadb_perf_test.oltp_read_write_test_5 WHERE 1=1 AND `--threads` = '50' AND `--table-size` = '600000'  AND `--point-selects`=50 AND `--index-updates`=50 AND `--delete-inserts`=50
`--innodb-buffer-pool-size`	`--innodb-log-buffer-size`	`Avg_Latency(ms)`
104857600	3145728	1079.58
5242880	524288	2618.47
10485760	2097152	2102.85
52428800	6291456	1406.29
5242880	6291456	2130.41
10485760	262144	2147.62
52428800	524288	1370.6
20971520	524288	2037.46
20971520	1048576	1817.56
5242880	3145728	2329.37
10485760	3145728	2122.32
5242880	2097152	2429.0
104857600	1048576	1200.49
104857600	2097152	1175.36
52428800	2097152	1626.78
5242880	1048576	2270.91
20971520	262144	1970.33
52428800	1048576	1713.1
10485760	1048576	1842.46
104857600	262144	1313.85
52428800	262144	1328.68
20971520	3145728	1968.82
20971520	6291456	2045.18
5242880	262144	2522.91
104857600	6291456	1113.32
104857600	524288	1218.91
20971520	2097152	1948.49
52428800	3145728	1615.85
10485760	524288	2093.76
10485760	6291456	1953.67
