SELECT DISTINCT `--innodb-buffer-pool-size`, `--innodb-log-buffer-size`, `Avg_Latency(ms)` FROM mariadb_perf_test.oltp_read_write_test_5 WHERE 1=1 AND `--threads` = '50' AND `--table-size` = '800000'  AND `--point-selects`=50 AND `--index-updates`=50 AND `--delete-inserts`=50
`--innodb-buffer-pool-size`	`--innodb-log-buffer-size`	`Avg_Latency(ms)`
52428800	2097152	1549.58
5242880	1048576	2748.4
104857600	1048576	1007.07
20971520	6291456	1683.69
20971520	3145728	1654.21
5242880	2097152	2505.32
10485760	262144	2109.96
104857600	6291456	1186.95
10485760	6291456	1986.92
52428800	524288	1386.89
10485760	2097152	2160.53
52428800	3145728	1525.98
20971520	524288	1831.27
52428800	1048576	1424.95
5242880	262144	2017.33
20971520	262144	2080.6
5242880	524288	2488.92
104857600	524288	1268.99
10485760	1048576	2106.8
104857600	262144	1258.85
10485760	3145728	1906.64
20971520	2097152	1683.58
5242880	6291456	2244.95
5242880	3145728	2187.29
52428800	6291456	1551.53
104857600	3145728	1147.89
104857600	2097152	1294.6
20971520	1048576	1806.89
10485760	524288	2061.76
52428800	262144	1493.38
