SELECT DISTINCT `--innodb-buffer-pool-size`, `--innodb-log-buffer-size`, `Avg_Latency(ms)` FROM mariadb_perf_test.oltp_read_write_test_5 WHERE 1=1 AND `--threads` = '100' AND `--table-size` = '600000'  AND `--point-selects`=50 AND `--index-updates`=50 AND `--delete-inserts`=50
`--innodb-buffer-pool-size`	`--innodb-log-buffer-size`	`Avg_Latency(ms)`
20971520	262144	4551.8
20971520	524288	4879.78
20971520	3145728	4462.4
5242880	2097152	5141.19
10485760	6291456	4700.61
5242880	1048576	5655.73
10485760	524288	4753.73
10485760	2097152	4424.52
104857600	524288	2846.05
10485760	262144	5295.07
104857600	6291456	3037.38
52428800	6291456	3533.53
104857600	3145728	2958.63
5242880	6291456	5927.24
104857600	2097152	2835.59
5242880	262144	6139.61
20971520	6291456	4721.09
5242880	524288	5412.34
52428800	262144	4002.45
20971520	2097152	4306.3
52428800	2097152	3953.14
20971520	1048576	4708.6
52428800	524288	4068.67
10485760	1048576	4675.27
104857600	1048576	3000.66
104857600	262144	3142.09
52428800	1048576	3237.4
52428800	3145728	3479.97
5242880	3145728	5449.91
10485760	3145728	4922.27
