SELECT DISTINCT `--threads`, `--innodb-buffer-pool-size`, `Avg_Latency(ms)` FROM mariadb_perf_test.oltp_read_write_test_5 WHERE 1=1 AND `--innodb-log-buffer-size` = '6291456' AND `--table-size` = '1000000'  AND `--point-selects`=50 AND `--index-updates`=50 AND `--delete-inserts`=50
`--threads`	`--innodb-buffer-pool-size`	`Avg_Latency(ms)`
1	20971520	72.34
100	104857600	3055.27
1	5242880	85.85
50	20971520	1597.81
100	52428800	3692.45
1	10485760	73.78
50	10485760	2084.62
100	20971520	3950.16
50	52428800	1212.06
50	104857600	1157.47
50	5242880	2374.59
100	10485760	4370.54
1	104857600	51.14
100	5242880	5244.6
1	52428800	59.38
