SELECT DISTINCT `--threads`, `--innodb-buffer-pool-size`, `Avg_Latency(ms)` FROM mariadb_perf_test.oltp_read_write_test_5 WHERE 1=1 AND `--innodb-log-buffer-size` = '2097152' AND `--table-size` = '10'  AND `--point-selects`=50 AND `--index-updates`=50 AND `--delete-inserts`=50
`--threads`	`--innodb-buffer-pool-size`	`Avg_Latency(ms)`
50	5242880	897.77
1	5242880	18.45
100	20971520	2538.13
1	104857600	18.21
1	20971520	18.45
50	104857600	863.99
1	10485760	18.56
100	104857600	2442.63
50	10485760	891.83
50	20971520	906.33
1	52428800	18.52
100	52428800	2593.53
100	10485760	2446.85
50	52428800	862.64
100	5242880	2520.22
