SELECT DISTINCT `--threads`, `--innodb-buffer-pool-size`, `Avg_Latency(ms)` FROM mariadb_perf_test.oltp_read_write_test_5 WHERE 1=1 AND `--innodb-log-buffer-size` = '6291456' AND `--table-size` = '200000'  AND `--point-selects`=50 AND `--index-updates`=50 AND `--delete-inserts`=50
`--threads`	`--innodb-buffer-pool-size`	`Avg_Latency(ms)`
1	5242880	54.58
100	20971520	5829.2
1	52428800	30.45
50	20971520	2374.62
100	104857600	2245.14
50	52428800	1309.71
50	104857600	721.16
100	52428800	3770.27
1	10485760	49.67
100	10485760	6157.03
100	5242880	6158.73
1	20971520	45.02
50	5242880	2769.11
1	104857600	24.8
50	10485760	2669.43
