SELECT DISTINCT `--threads`, `--innodb-buffer-pool-size`, `Avg_Latency(ms)` FROM mariadb_perf_test.oltp_read_write_test_5 WHERE 1=1 AND `--innodb-log-buffer-size` = '524288' AND `--table-size` = '40000'  AND `--point-selects`=50 AND `--index-updates`=50 AND `--delete-inserts`=50
`--threads`	`--innodb-buffer-pool-size`	`Avg_Latency(ms)`
50	20971520	1595.68
1	52428800	21.83
100	5242880	5788.3
100	10485760	5926.39
100	104857600	2712.73
1	10485760	30.66
50	5242880	2519.96
1	5242880	32.59
50	104857600	835.91
100	20971520	4659.63
1	20971520	26.55
50	10485760	2230.5
1	104857600	21.07
50	52428800	1015.75
100	52428800	3135.22
