SELECT DISTINCT `--threads`, `--innodb-buffer-pool-size`, `Avg_Latency(ms)` FROM mariadb_perf_test.oltp_read_write_test_5 WHERE 1=1 AND `--innodb-log-buffer-size` = '1048576' AND `--table-size` = '10'  AND `--point-selects`=50 AND `--index-updates`=50 AND `--delete-inserts`=50
`--threads`	`--innodb-buffer-pool-size`	`Avg_Latency(ms)`
50	5242880	1005.5
50	20971520	888.3
1	104857600	18.28
1	20971520	18.65
100	5242880	2533.33
100	20971520	2691.5
1	10485760	18.11
1	5242880	18.21
100	10485760	2535.59
100	52428800	2579.33
100	104857600	2602.63
50	52428800	897.52
50	104857600	876.98
50	10485760	854.9
1	52428800	18.31
