SELECT DISTINCT `--threads`, `--innodb-buffer-pool-size`, `Avg_Latency(ms)` FROM mariadb_perf_test.oltp_read_write_test_5 WHERE 1=1 AND `--innodb-log-buffer-size` = '1048576' AND `--table-size` = '40000'  AND `--point-selects`=50 AND `--index-updates`=50 AND `--delete-inserts`=50
`--threads`	`--innodb-buffer-pool-size`	`Avg_Latency(ms)`
50	5242880	2754.42
1	5242880	32.9
100	5242880	5719.82
50	104857600	814.02
100	52428800	3068.64
50	52428800	993.05
50	10485760	2122.42
100	10485760	6065.92
1	20971520	26.82
1	10485760	30.03
50	20971520	1567.0
100	104857600	2742.38
1	52428800	21.94
1	104857600	21.24
100	20971520	4615.52
