SELECT DISTINCT `--threads`, `--innodb-buffer-pool-size`, `Avg_Latency(ms)` FROM mariadb_perf_test.oltp_read_write_test_5 WHERE 1=1 AND `--innodb-log-buffer-size` = '6291456' AND `--table-size` = '1000000'  AND `--point-selects`=1 AND `--index-updates`=1 AND `--delete-inserts`=1
`--threads`	`--innodb-buffer-pool-size`	`Avg_Latency(ms)`
100	20971520	170.21
1	52428800	2.95
50	104857600	53.37
50	20971520	79.25
1	104857600	2.66
100	5242880	300.45
50	5242880	113.86
50	52428800	61.71
50	10485760	97.11
100	10485760	226.01
1	20971520	3.57
100	104857600	111.16
1	5242880	3.9
100	52428800	128.58
1	10485760	3.88
