SELECT DISTINCT `--threads`, `--innodb-buffer-pool-size`, `Avg_Latency(ms)` FROM mariadb_perf_test.oltp_read_write_test_5 WHERE 1=1 AND `--innodb-log-buffer-size` = '3145728' AND `--table-size` = '40000'  AND `--point-selects`=1 AND `--index-updates`=1 AND `--delete-inserts`=1
`--threads`	`--innodb-buffer-pool-size`	`Avg_Latency(ms)`
100	5242880	116.04
100	52428800	50.66
100	20971520	70.69
1	52428800	1.85
100	10485760	90.13
50	5242880	50.28
100	104857600	45.27
50	10485760	41.89
1	104857600	1.82
50	20971520	33.49
1	10485760	2.67
1	5242880	2.82
50	52428800	24.84
50	104857600	22.11
1	20971520	2.22
