SELECT DISTINCT `--threads`, `--innodb-buffer-pool-size`, `Avg_Latency(ms)` FROM mariadb_perf_test.oltp_read_write_test_5 WHERE 1=1 AND `--innodb-log-buffer-size` = '2097152' AND `--table-size` = '600000'  AND `--point-selects`=1 AND `--index-updates`=1 AND `--delete-inserts`=1
`--threads`	`--innodb-buffer-pool-size`	`Avg_Latency(ms)`
100	104857600	85.48
50	20971520	61.89
1	20971520	3.36
100	52428800	98.72
100	10485760	193.54
50	10485760	82.6
1	10485760	3.69
100	5242880	238.1
100	20971520	131.92
1	104857600	2.44
1	5242880	3.72
50	52428800	49.83
50	5242880	96.02
50	104857600	42.33
1	52428800	2.76
