SELECT DISTINCT `--table-size`, `--innodb-buffer-pool-size`, `Avg_Latency(ms)` FROM mariadb_perf_test.oltp_read_write_test_5 WHERE 1=1 AND `--innodb-log-buffer-size` = '2097152' AND `--threads` = '100'  AND `--point-selects`=100 AND `--index-updates`=100 AND `--delete-inserts`=100
`--table-size`	`--innodb-buffer-pool-size`	`Avg_Latency(ms)`
800000	10485760	9751.71
600000	52428800	7130.75
800000	20971520	7963.39
10	10485760	4978.75
40000	104857600	5225.4
400000	5242880	7917.74
10	104857600	4923.44
10	20971520	5212.31
400000	52428800	7190.4
1000000	52428800	8157.91
600000	20971520	8353.91
200000	5242880	8599.6
600000	5242880	9347.11
40000	52428800	6016.21
400000	20971520	7389.61
40000	20971520	6734.03
600000	10485760	9637.04
1000000	104857600	7259.27
800000	104857600	7037.53
40000	5242880	7384.06
200000	10485760	6567.7
10	5242880	4985.67
800000	5242880	9999.17
800000	52428800	8590.68
1000000	5242880	9386.88
200000	104857600	5737.39
400000	104857600	7408.61
1000000	20971520	9708.72
200000	20971520	7538.72
200000	52428800	6080.47
600000	104857600	6901.45
1000000	10485760	10164.57
40000	10485760	6829.86
400000	10485760	9351.91
10	52428800	4896.11
