SELECT DISTINCT `--table-size`, `--innodb-buffer-pool-size`, `Avg_Latency(ms)` FROM mariadb_perf_test.oltp_read_write_test_5 WHERE 1=1 AND `--innodb-log-buffer-size` = '3145728' AND `--threads` = '50'  AND `--point-selects`=100 AND `--index-updates`=100 AND `--delete-inserts`=100
`--table-size`	`--innodb-buffer-pool-size`	`Avg_Latency(ms)`
400000	5242880	6070.78
10	5242880	1837.82
1000000	10485760	6086.86
40000	5242880	4524.29
600000	52428800	4798.35
10	20971520	1861.94
10	104857600	1889.42
400000	20971520	5790.37
800000	5242880	6363.92
800000	20971520	4846.01
1000000	104857600	4069.21
400000	52428800	4281.32
10	52428800	1816.97
40000	52428800	2003.5
800000	104857600	3721.42
800000	10485760	5100.35
1000000	5242880	6349.79
40000	20971520	2888.4
400000	10485760	5835.69
200000	104857600	2135.54
600000	10485760	5453.53
40000	104857600	1765.43
600000	104857600	3498.15
200000	52428800	3217.23
10	10485760	1864.36
200000	10485760	6370.78
200000	20971520	5569.06
600000	20971520	6014.24
800000	52428800	4584.34
1000000	20971520	5152.94
200000	5242880	5672.71
600000	5242880	5961.22
400000	104857600	3051.38
40000	10485760	3911.11
1000000	52428800	5207.1
