SELECT DISTINCT `--table-size`, `--innodb-buffer-pool-size`, `Avg_Latency(ms)` FROM mariadb_perf_test.oltp_read_write_test_5 WHERE 1=1 AND `--innodb-log-buffer-size` = '2097152' AND `--threads` = '100'  AND `--point-selects`=1 AND `--index-updates`=1 AND `--delete-inserts`=1
`--table-size`	`--innodb-buffer-pool-size`	`Avg_Latency(ms)`
600000	104857600	85.48
40000	104857600	43.19
10	10485760	188.29
600000	52428800	98.72
400000	52428800	81.78
800000	10485760	213.72
600000	10485760	193.54
800000	104857600	104.64
200000	5242880	167.83
200000	52428800	70.28
200000	20971520	83.49
1000000	20971520	173.09
40000	52428800	49.4
1000000	52428800	138.24
600000	5242880	238.1
400000	10485760	158.07
600000	20971520	131.92
200000	10485760	124.55
800000	5242880	279.48
10	52428800	189.5
400000	104857600	72.3
1000000	10485760	228.59
10	5242880	210.12
200000	104857600	60.99
10	104857600	187.61
1000000	5242880	284.36
10	20971520	199.06
400000	5242880	194.79
40000	10485760	88.18
1000000	104857600	112.38
40000	5242880	118.93
400000	20971520	104.85
800000	52428800	123.71
800000	20971520	160.5
40000	20971520	71.29
