SELECT DISTINCT `--table-size`, `--innodb-buffer-pool-size`, `Avg_Latency(ms)` FROM mariadb_perf_test.oltp_read_write_test_5 WHERE 1=1 AND `--innodb-log-buffer-size` = '524288' AND `--threads` = '100'  AND `--point-selects`=50 AND `--index-updates`=50 AND `--delete-inserts`=50
`--table-size`	`--innodb-buffer-pool-size`	`Avg_Latency(ms)`
10	10485760	2625.22
600000	20971520	4879.78
1000000	10485760	4326.71
800000	104857600	3043.1
10	104857600	2498.73
40000	5242880	5788.3
1000000	52428800	3449.4
40000	10485760	5926.39
1000000	104857600	2943.43
40000	104857600	2712.73
200000	104857600	2352.14
600000	10485760	4753.73
200000	20971520	6095.98
1000000	5242880	4937.02
600000	104857600	2846.05
800000	10485760	4522.04
400000	104857600	2798.85
40000	20971520	4659.63
200000	10485760	5731.02
400000	5242880	5833.88
800000	52428800	3448.91
200000	52428800	3757.37
1000000	20971520	4213.94
10	5242880	2511.54
400000	10485760	5663.36
10	20971520	2569.02
600000	5242880	5412.34
10	52428800	2484.9
800000	5242880	5346.59
800000	20971520	4252.64
600000	52428800	4068.67
400000	20971520	4683.22
400000	52428800	4137.81
40000	52428800	3135.22
200000	5242880	6509.04
