SELECT DISTINCT `--table-size`, `--innodb-buffer-pool-size`, `Avg_Latency(ms)` FROM mariadb_perf_test.oltp_read_write_test_5 WHERE 1=1 AND `--innodb-log-buffer-size` = '262144' AND `--threads` = '50'  AND `--point-selects`=50 AND `--index-updates`=50 AND `--delete-inserts`=50
`--table-size`	`--innodb-buffer-pool-size`	`Avg_Latency(ms)`
400000	104857600	991.83
600000	10485760	2147.62
10	20971520	858.9
40000	52428800	998.56
800000	10485760	2109.96
10	10485760	864.05
200000	20971520	2332.49
40000	104857600	880.46
1000000	10485760	1837.0
10	104857600	865.12
1000000	20971520	1978.73
400000	52428800	1516.47
40000	10485760	2131.1
600000	20971520	1970.33
10	52428800	864.41
800000	5242880	2017.33
800000	20971520	2080.6
10	5242880	889.22
200000	5242880	3084.83
800000	104857600	1258.85
600000	104857600	1313.85
600000	52428800	1328.68
200000	104857600	732.27
40000	20971520	1567.58
200000	10485760	2792.99
600000	5242880	2522.91
1000000	52428800	1445.62
1000000	104857600	1270.07
400000	5242880	2219.77
1000000	5242880	2188.26
400000	10485760	2267.7
40000	5242880	2591.42
200000	52428800	1374.07
400000	20971520	2290.67
800000	52428800	1493.38
