SELECT DISTINCT `--table-size`, `--innodb-buffer-pool-size`, `Avg_Latency(ms)` FROM mariadb_perf_test.oltp_read_write_test_5 WHERE 1=1 AND `--innodb-log-buffer-size` = '3145728' AND `--threads` = '50'  AND `--point-selects`=50 AND `--index-updates`=50 AND `--delete-inserts`=50
`--table-size`	`--innodb-buffer-pool-size`	`Avg_Latency(ms)`
600000	104857600	1079.58
400000	20971520	2068.55
200000	10485760	2815.39
10	52428800	871.5
40000	104857600	863.99
800000	20971520	1654.21
400000	5242880	2632.68
1000000	52428800	1649.28
200000	5242880	2780.24
40000	5242880	2560.78
600000	5242880	2329.37
600000	10485760	2122.32
800000	52428800	1525.98
10	5242880	899.9
1000000	10485760	1904.1
40000	20971520	1594.71
10	10485760	878.48
1000000	5242880	2351.35
200000	104857600	698.64
40000	10485760	2213.07
200000	52428800	1348.82
800000	10485760	1906.64
400000	10485760	2198.9
600000	20971520	1968.82
10	20971520	863.63
200000	20971520	2308.73
800000	5242880	2187.29
1000000	104857600	1172.88
10	104857600	864.98
800000	104857600	1147.89
40000	52428800	993.52
400000	104857600	1082.81
600000	52428800	1615.85
1000000	20971520	1878.52
400000	52428800	1604.86
