SELECT DISTINCT `--table-size`, `--innodb-buffer-pool-size`, `Avg_Latency(ms)` FROM mariadb_perf_test.oltp_read_write_test_5 WHERE 1=1 AND `--innodb-log-buffer-size` = '524288' AND `--threads` = '50'  AND `--point-selects`=50 AND `--index-updates`=50 AND `--delete-inserts`=50
`--table-size`	`--innodb-buffer-pool-size`	`Avg_Latency(ms)`
10	20971520	872.7
600000	5242880	2618.47
400000	104857600	1032.58
40000	20971520	1595.68
200000	52428800	1372.24
200000	104857600	731.79
400000	5242880	2557.6
600000	52428800	1370.6
10	10485760	864.22
40000	5242880	2519.96
600000	20971520	2037.46
200000	5242880	2875.9
800000	52428800	1386.89
200000	20971520	2315.35
400000	20971520	1879.42
40000	104857600	835.91
800000	20971520	1831.27
200000	10485760	2658.87
40000	10485760	2230.5
800000	5242880	2488.92
800000	104857600	1268.99
1000000	5242880	2438.5
1000000	104857600	1374.86
10	104857600	864.51
1000000	20971520	1950.01
400000	10485760	2161.25
600000	104857600	1218.91
40000	52428800	1015.75
400000	52428800	1472.54
1000000	10485760	1858.17
10	52428800	852.38
1000000	52428800	1476.93
10	5242880	887.46
600000	10485760	2093.76
800000	10485760	2061.76
